,NAME,LATITUDE,LONGITUDE,hov_txt,CLOTHING,FOOD,HOUSEHOLD GOODS,HOUSING,TRAINING AND OTHER SERVICES,NOTES,WEBSITE,type,color
245,Jian's Kitchen (品江南）,40.4377489,-79.92187,"5824 Forbes Ave, Pittsburgh",,1,,,,,http://jianskitchen.com/,TRAINING AND OTHER SERVICES,#00ff00
246,Job Corps Placement & Admissions Center,40.4388646,-79.9995988,"355 Fourth Ave, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
247,JobLinks,40.4387225,-79.9574256,"294 Semple St, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
248,Jubilee Food Pantry,40.4567672,-79.9671038,"3103 Brereton St, Pittsburgh",,1,,1,,,,TRAINING AND OTHER SERVICES,#824100
249,Jubilee Kitchen,40.4384783,-79.9772969,"2005 Wyandotte St, Pittsburgh",,1,,1,,,http://jubileesoupkitchen.org/,TRAINING AND OTHER SERVICES,#824100
250,Just Harvest,40.4299195,-79.9967321,"16 Terminal Way, Pittsburgh",,1,,,,,https://www.justharvest.org/,TRAINING AND OTHER SERVICES,#824100
251,Keep it Simple Training & Development,40.4383265,-79.9990769,"301 Grant St Suite 270, Pittsburgh",,,,,1,,http://www.kiswfd.com/,TRAINING AND OTHER SERVICES,#824100
252,Kelly Services,40.442124,-79.9955389,"436 Seventh Ave #228, Pittsburgh",,,,,1,,https://www.kellyservices.us/?utm_source=gmb-listing&utm_medium=organic&utm_campaign=all_both_local-listings&utm_content=pittsburgh-pa-436-7th-ave,TRAINING AND OTHER SERVICES,#824100
253,Kenny's,40.4532491,-79.8944463,"7401 Tioga St, Pittsburgh",,1,,,,,http://www.kennyshomewood.com/,TRAINING AND OTHER SERVICES,#824100
254,"Key Personnel Services,Inc.",40.4385156,-79.9983547,"429 Fourth Ave, Pittsburgh",,,,,1,,http://www.kpservices.com,TRAINING AND OTHER SERVICES,#824100
255,Kforce,40.424627,-80.040686,"Greentree Road, 875 Parkway Center Dr S suite 760, Pittsburgh",,,,,1,,https://www.kforce.com/,TRAINING AND OTHER SERVICES,#824100
256,Krown Employment Services Llc,40.4568674,-79.9919489,"801 Vinial St #102, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
257,Kuhn's Market,40.399876,-80.0433974,"3125 Banksville Rd, Pittsburgh",,1,,,,,http://www.kuhnsmarket.com/,TRAINING AND OTHER SERVICES,#824100
258,Kuhn's Market,40.5249208,-80.0071509,"4801 McKnight Rd, Pittsburgh",,1,,,,,http://kuhnsmarket.com/,TRAINING AND OTHER SERVICES,#824100
259,LIHEAP Allegheney County,40.4618572,-79.9252604,"5947 Penn Ave, Pittsburgh",,1,,,,,http://www.dhs.pa.gov/,TRAINING AND OTHER SERVICES,#824100
260,Labyrinth/Community Garden,40.4427783,-79.8913939,"322 Franklin Ave, Pittsburgh",,1,,,,,,TRAINING AND OTHER SERVICES,#824100
261,Langley Library,40.4460138,-79.9532194,"4249 Fifth Ave, Pittsburgh",,,,,1,,http://library.pitt.edu/,TRAINING AND OTHER SERVICES,#824100
262,Larimer Community Garden and Urban Farm,40.4644279,-79.9155097,"413 Larimer Ave, Pittsburgh",,1,,,,,http://cargocollective.com/akshay/Larimer-Community-Garden,TRAINING AND OTHER SERVICES,#824100
263,Latino Community Center,40.4431192,-79.9982251,"212 9th St, Pittsburgh",,,,,1,,http://www.latinocommunitycenter.org/,TRAINING AND OTHER SERVICES,#824100
264,Lauri Ann West Community Center,40.5137579,-79.8573179,"1220 Powers Run Rd, Pittsburgh",,,,,1,,http://www.lauriannwestcc.org/,TRAINING AND OTHER SERVICES,#824100
265,Library Support Center,40.4403413,-80.0337497,"50 Alexander St, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
266,Library of Accessible Media for Pennsylvanians (LAMP),40.453817,-79.949183,"4724 Baum Blvd, Pittsburgh",,,,,1,,https://www.carnegielibrary.org/,TRAINING AND OTHER SERVICES,#824100
267,Light of Life Donation Center,40.4507331,-80.0108032,"635 Ridge Ave, Pittsburgh",,,,1,,,https://www.lightoflife.org/waystogive/needs/,TRAINING AND OTHER SERVICES,#824100
268,Light of Life Rescue Mission,40.4511604,-79.9962921,"234 Voeghtly St, Pittsburgh",,1,,1,,,https://www.lightoflife.org/,TRAINING AND OTHER SERVICES,#824100
269,Light of Life Rescue Mission,40.4558077,-80.0061168,"10 E North Ave, Pittsburgh",,1,,1,,,http://www.lightoflife.org/,TRAINING AND OTHER SERVICES,#824100
270,Light of Life Rescue Mission,40.4506876,-79.9963678,"234 Voeghtly St, Pittsburgh",,,,1,,,,TRAINING AND OTHER SERVICES,#824100
271,Light of Life Rescue Mission,40.45167,-80.0170299,"913 Western Ave, Pittsburgh",,,,1,,,https://www.lightoflife.org/,TRAINING AND OTHER SERVICES,#824100
272,Limbach Community Center,40.4568629,-79.9968902,"820 Tripoli St, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
273,Lippman Library,40.4479598,-79.9435565,"4905 Fifth Ave, Pittsburgh",,,,,1,,https://www.rodefshalom.org/lippman-library,TRAINING AND OTHER SERVICES,#824100
274,Literacy Pittsburgh,40.4512729,-79.9519272,"249 N Craig St, Pittsburgh",,,,,1,,http://www.literacypittsburgh.org/,TRAINING AND OTHER SERVICES,#824100
275,Little Bird House Library,40.4634296,-79.945276,"241 S Millvale Ave, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
276,Living Ministry,40.4707882,-80.0075524,"2536 Maple Ave, Pittsburgh",,,,1,,,,TRAINING AND OTHER SERVICES,#824100
277,Market District Supermarket,40.4564927,-79.9346055,"5550 Centre Ave, Pittsburgh",,1,,,,,https://www.marketdistrict.com/store-locator/store-details?number=67&utm_source=google&utm_medium=organic&utm_campaign=ge_ll,TRAINING AND OTHER SERVICES,#824100
278,Marsetta Lane Temp Services Inc,40.440398,-79.9987781,"355 Fifth Ave, Pittsburgh",,,,,1,,http://wvu.edu/,TRAINING AND OTHER SERVICES,#824100
279,Maxim Healthcare,40.4294258,-79.9970987,"317 E Carson St Suite 430, Pittsburgh",,,,,1,,https://www.maximhealthcare.com/locations/pittsburgh?y_source=1_MTQ1MzcwMTUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,TRAINING AND OTHER SERVICES,#824100
280,McKinley Park Shelter House,40.4141082,-80.0040969,"900 Delmont Ave, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
281,Medix,40.424611,-80.040831,"Seven, Parkway Center Drive South, 875 Greentree Rd suite 830, Pittsburgh",,,,,1,,http://www.medixteam.com/,TRAINING AND OTHER SERVICES,#824100
282,Mellon Institute Library,40.446138,-79.951044,"4400 Fifth Ave, Pittsburgh",,,,,1,,http://search.library.cmu.edu/,TRAINING AND OTHER SERVICES,#824100
283,Mi Empanada,40.4693291,-79.9612259,"4034 Butler St, Pittsburgh",,1,,,,,http://www.miempanada.com/,TRAINING AND OTHER SERVICES,#824100
284,Mikvah-Jewish Women's League,40.4302319,-79.92045,"2336 Shady Ave, Pittsburgh",,,,1,,,,TRAINING AND OTHER SERVICES,#824100
285,Mollie's Meals,40.4133805,-79.9205069,"attn: Mollie's Meals, 200 JHF Dr, Pittsburgh",,1,,,,,http://www.jaapgh.org/care/mollies-meals/,TRAINING AND OTHER SERVICES,#824100
286,Mr Egg's Kitchen,40.4335135,-79.9228119,"2103 Murray Ave, Pittsburgh",,1,,,,,https://www.mreggskitchen.com/,TRAINING AND OTHER SERVICES,#824100
287,Mrs. Wright's Closet,40.388898,-79.985434,"2306 Brownsville Rd, Pittsburgh",1,,,,,,http://mwrightscloset.com/,TRAINING AND OTHER SERVICES,#824100
288,Muslim Women's Association of Pittsburgh,40.4521439,-79.9523806,"1/2 N Craig St, Pittsburgh",,,,1,,,http://www.mwaofpittsburgh.org/make-a-difference.html,TRAINING AND OTHER SERVICES,#824100
289,Naomi Place Transitional,40.467645,-79.92383,"601 N Beatty St, Pittsburgh",,,,1,,,https://www.naomisplaceinc.com/,TRAINING AND OTHER SERVICES,#824100
290,National Council of Jewish Women,40.4390761,-79.9233366,"1620 Murray Ave, Pittsburgh",1,,,,,,http://www.ncjw.org/,TRAINING AND OTHER SERVICES,#824100
291,National Council-Jewish Women,40.4218585,-79.8883944,"1913 Monongahela Ave, Pittsburgh",,,,1,,,http://www.ncjwpgh.org/,TRAINING AND OTHER SERVICES,#824100
292,National Cyber-Forensics and Training Alliance,40.43416,-79.970298,"2000 Technology Dr # 450, Pittsburgh",,,,,1,,https://www.ncfta.net/,TRAINING AND OTHER SERVICES,#824100
293,Neighbor Youth Outreach Program,40.4415221,-79.8887544,"600 Pitt St, Pittsburgh",,,,1,,,,TRAINING AND OTHER SERVICES,#824100
294,Neighborhood Centers Association,40.4568675,-79.9970007,"816 Tripoli St, Pittsburgh",,,,1,,,,TRAINING AND OTHER SERVICES,#824100
295,New Century Careers,40.4296931,-79.997359,"305 E Carson St, Pittsburgh",,,,,1,,http://www.ncsquared.com/,TRAINING AND OTHER SERVICES,#824100
296,New Horizons Computer Learning Center of Pittsburgh PA,40.4251221,-80.0384374,"3 Parkway Center Dr S #103, Pittsburgh",,,,,1,,http://www.nhpittsburgh.com/,TRAINING AND OTHER SERVICES,#824100
297,Noblestown WIC,40.4298133,-80.0525665,"2121 Noblestown Rd #202, Pittsburgh",,1,,,,,http://www.achd.net/wic/,TRAINING AND OTHER SERVICES,#824100
298,North Boroughs Food Pantry,40.499119,-80.062276,"939 California Ave, Pittsburgh",,1,,,,,https://www.nhco.org/events/millvale-food-pantry-lxy8s-b3rsr-8bw26-lr994,TRAINING AND OTHER SERVICES,#824100
299,North Hills Food Bank,40.546734,-80.020812,"99 Corbett Ct, Pittsburgh",,1,,,,,,TRAINING AND OTHER SERVICES,#824100
300,North Hills Food Bank,40.5310622,-80.0366809,"845 Perry Hwy, Pittsburgh",,1,,,,,http://northhillsfoodbank.org/,TRAINING AND OTHER SERVICES,#824100
301,Northside Common Ministries,40.458054,-80.016323,"1601 Brighton Rd, Pittsburgh",,1,,1,,,http://www.ncmin.org/,TRAINING AND OTHER SERVICES,#824100
302,O.W.L Hollow,40.412538,-79.9385713,"4838 Nansen St, Pittsburgh",,1,,,,,https://owl-hollow.business.site/?utm_source=gmb&utm_medium=referral,TRAINING AND OTHER SERVICES,#824100
303,Oakland Avenue Farm,40.4403486,-79.955861,"246 Oakland Ave, Pittsburgh",,1,,,,,,TRAINING AND OTHER SERVICES,#824100
304,Oasis Community Kitchen,40.4561534,-79.8970984,"717 N Homewood Ave, Pittsburgh",,1,,,,,http://www.oasiscommunitykitchen.org/,TRAINING AND OTHER SERVICES,#824100
305,Oh Snap Studio,40.8344701,-79.9218625,"184 Pittsburgh Rd, Butler",,1,,,,,,TRAINING AND OTHER SERVICES,#824100
306,Olde Allegheny Community Gardens,40.4567761,-80.0099546,"1314 Sherman Ave, Pittsburgh",,1,,,,,,TRAINING AND OTHER SERVICES,#824100
307,Once Upon A Child,40.4545939,-80.1677905,"1925 Park Manor Blvd, Pittsburgh",1,,,,,,https://www.onceuponachild.com/locations/pittsburgh-pa-robinson-town-centre,TRAINING AND OTHER SERVICES,#824100
308,Ormsby Community Recreation Center,40.4290834,-79.9743854,"79 S 22nd St, Pittsburgh",,,,,1,,http://pittsburghpa.gov/citiparks/ormsby,TRAINING AND OTHER SERVICES,#824100
309,Orr Compassionate Care Center,40.462942,-79.923061,"6023 Harvard St # 2, Pittsburgh",,,,1,,,,TRAINING AND OTHER SERVICES,#824100
310,Oval Shelter,40.4312029,-79.9441739,Pittsburgh,,,,1,,,https://registerparks.pittsburghpa.gov/Facilities.aspx?id=14,TRAINING AND OTHER SERVICES,#824100
311,PA CareerLink Allegheny East,40.4204862,-79.8520735,"2040 Ardmore Blvd, Pittsburgh",,,,,1,,http://www.careerlinkpittsburgh.com/,TRAINING AND OTHER SERVICES,#824100
312,Pa Connecting Communities,40.4365162,-79.8923798,"905 Mifflin Ave, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
313,Pancoast Staffing Services Inc,40.4415335,-80.002818,"Two Gateway Center, 603 Stanwix St, Pittsburgh",,,,,1,,http://www.pancoast.com/,TRAINING AND OTHER SERVICES,#824100
314,Pane è Pronto,40.4555361,-79.9779523,"2627 Penn Ave, Pittsburgh",,1,,,,,https://www.paneepronto.com/,TRAINING AND OTHER SERVICES,#824100
315,Partner4Work,40.442483,-79.996695,"650 Smithfield St # 2600, Pittsburgh",,,,,1,,http://www.partner4work.org/,TRAINING AND OTHER SERVICES,#824100
316,Penn Hills Library,40.4827192,-79.8105008,"1037 Stotler Rd, Pittsburgh",,,,,1,,http://www.pennhillslibrary.org/,TRAINING AND OTHER SERVICES,#824100
317,Pennsylvania CareerLink Pittsburgh/Allegheny County,40.4389482,-80.0014564,"304 Wood St, Pittsburgh",,,,,1,,http://www.careerlinkpittsburgh.com/,TRAINING AND OTHER SERVICES,#824100
318,Pennsylvania Women Work,40.442483,-79.996695,"650 Smithfield St #520, Pittsburgh",,,,1,,,http://www.pawomenwork.org/,TRAINING AND OTHER SERVICES,#824100
319,PeopleReady,40.4659911,-79.970692,"19 35th St, Pittsburgh",,,,,1,,https://www.peopleready.com/location/pittsburgh-pa-1740?utm_campaign=gmb&utm_medium=organic&utm_source=google,TRAINING AND OTHER SERVICES,#824100
320,PeopleShare,40.424673,-80.0376487,"11 Parkway Center Dr S Suite 105, Pittsburgh",,,,,1,,http://www.peopleshareworks.com/,TRAINING AND OTHER SERVICES,#824100
321,Pethappylife,40.4117157,-80.0290496,"1511 Napoleon St, Pittsburgh",,,,1,,,https://www.pethappylife.com/,TRAINING AND OTHER SERVICES,#824100
322,Phlebotomy Training Center,40.431786,-79.921512,"5839 Nicholson St, Pittsburgh",,,,,1,,https://www.justphlebotomy.org/,TRAINING AND OTHER SERVICES,#824100
323,Physics Geology Planetary Library,40.445006,-79.958114,"208 Engineering Dept. Dr, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
324,Pittsbugh Community Center Inc,40.442537,-79.983015,"1801 Centre Ave, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
325,Pittsburgh Adult Rehabilitation Center,40.4292633,-79.9899714,"44 S 9th St, Pittsburgh",1,,,,,,https://satruck.org/,TRAINING AND OTHER SERVICES,#824100
326,Pittsburgh Career Institute,40.4426737,-79.995898,"421 Seventh Ave, Pittsburgh",,,,,1,,https://pci.edu/?utm_source=google&utm_medium=gmb,TRAINING AND OTHER SERVICES,#824100
327,Pittsburgh Cares,40.4642142,-79.9664089,"3505 Butler St, Pittsburgh",,1,,1,,,http://www.pittsburghcares.org/,TRAINING AND OTHER SERVICES,#824100
328,Pittsburgh Donation Center,40.377679,-79.9887751,"2790 Saw Mill Run Blvd, Pittsburgh",1,,,,,,https://www.zicknacks.com/donation-drop-off,TRAINING AND OTHER SERVICES,#824100
329,Pittsburgh Job Corps Center,40.4769859,-79.9026794,"7175 Highland Dr, Pittsburgh",,,,,1,,http://pjceducation.org/,TRAINING AND OTHER SERVICES,#824100
330,Pittsburgh Mercy,40.4484536,-80.0199759,"1200 Reedsdale St, Pittsburgh",,,,1,,,http://www.pittsburghmercy.org/,TRAINING AND OTHER SERVICES,#824100
331,Pittsburgh Mercy Alternative Training & Employment Center,40.4543769,-79.9483211,"4749 Baum Blvd, Pittsburgh",,,,,1,,https://www.pittsburghmercy.org/intellectual-disabilities/employment-services/,TRAINING AND OTHER SERVICES,#824100
332,Pittsburgh Parks Conservancy,40.4294258,-79.9970987,"West Tower, 317 E Carson St, Pittsburgh",,1,,,,,http://www.pittsburghparks.org/,TRAINING AND OTHER SERVICES,#824100
333,Pittsburgh Partnership,40.4382355,-79.9966742,"414 Grant St # 406, Pittsburgh",,,,,1,,http://pittsburghpa.gov/humanresources/pgh-partnership,TRAINING AND OTHER SERVICES,#824100
334,Plato's Closet Pittsburgh,40.5382201,-80.0133084,"7219 McKnight Rd, Pittsburgh",1,,,,,,http://www.platosclosetmcknight.com/,TRAINING AND OTHER SERVICES,#824100
335,Pleasant Valley Men's Shelter,40.458054,-80.016323,"1601 Brighton Rd, Pittsburgh",,,,1,,,http://www.ncmin.org/pleasant-valley-mens-shelter,TRAINING AND OTHER SERVICES,#824100
336,Plum Food Pantry,40.4638944,-79.703709,"81 Sandune Dr, Pittsburgh",,1,,,,,http://www.plumfoodpantry.org/,TRAINING AND OTHER SERVICES,#824100
337,Pnc Community Development Corporation,40.4468383,-79.9486657,Pittsburgh,,,,,1,,https://www.pnc.com/en/about-pnc/corporate-responsibility/community-dev-banking.html,TRAINING AND OTHER SERVICES,#824100
338,Positivity Garden,40.4159887,-79.9918223,"223 Zara St, Pittsburgh",,1,,,,,,TRAINING AND OTHER SERVICES,#824100
339,"ProTech Professional Technical Services, Inc.",40.440398,-79.998778,"355 Fifth Ave, Pittsburgh",,,,,1,,http://www.protechtraining.com/,TRAINING AND OTHER SERVICES,#824100
340,Prospect Shelter,40.4312432,-79.9351002,"Prospect Dr, Pittsburgh",,,,1,,,https://pittsburghpa.gov/park-shelter/reserve,TRAINING AND OTHER SERVICES,#824100
341,Proud Haven,40.453506,-79.9999937,"517 E Ohio St, Pittsburgh",,,,1,,,https://www.proudhaven.org/,TRAINING AND OTHER SERVICES,#824100
342,Public Welfare Department,40.442527,-79.9966305,"610 Wood St, Pittsburgh",,1,,,,,,TRAINING AND OTHER SERVICES,#824100
343,Quick Train for Jobs,40.4204862,-79.8520735,"2040 Ardmore Blvd, Pittsburgh",,,,,1,,http://www.quicktrainforjobs.com/pagecontent/index/6,TRAINING AND OTHER SERVICES,#824100
344,Randstad Technologies,40.4424701,-80.0009554,"EQT Plaza, 625 Liberty Ave Suite 1020, Pittsburgh",,,,,1,,https://www.randstadusa.com/locations/pittsburgh_pennsylvania/randstad-pittsburgh_430/?utm_source=google&utm_medium=local&utm_content=website&utm_campaign=google-business-pages&utm_term=pittsburgh,TRAINING AND OTHER SERVICES,#824100
345,Red White & Blue Thrift Store,40.4952745,-80.0657724,"935 Ohio River Blvd, Pittsburgh",1,,,,,,http://www.redwhiteandbluethriftstore.com/,TRAINING AND OTHER SERVICES,#824100
346,Red White And Blue Thrift Store,40.4107904,-80.0061843,"890 Saw Mill Run Blvd, Pittsburgh",1,,,,,,http://redwhiteandbluethriftstore.com/pittsburgh-pa1/,TRAINING AND OTHER SERVICES,#824100
347,Rediscover Your Closet,40.4585007,-80.0152423,"1619 Buena Vista St, Pittsburgh",1,,,,,,https://www.rediscoveryourcloset.co/,TRAINING AND OTHER SERVICES,#824100
348,Reemployment Transition Center,40.4398883,-80.0000136,"332 Fifth Ave #610, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
349,Regional Industrial Development Corporation,40.4414298,-79.996201,"210 Sixth Ave, Pittsburgh",,,,,1,,http://ridc.org/,TRAINING AND OTHER SERVICES,#824100
350,Repurposed for the Thrifty Shopper in You,40.5479531,-80.0187154,"7805 McKnight Rd, Pittsburgh",1,,,,,,http://www.repurposedforyou.org/,TRAINING AND OTHER SERVICES,#824100
351,Residence Inn by Marriott Pittsburgh University/Medical Center,40.4540902,-79.9546885,"3896 Bigelow Blvd, Pittsburgh",,1,,,,,https://www.marriott.com/hotels/travel/pitro-residence-inn-pittsburgh-university-medical-center/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2&y_source=1_MjgxODQ3OC03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D,TRAINING AND OTHER SERVICES,#824100
352,Rhododendron Shelter,40.4789109,-79.9104809,"Lake Dr, Pittsburgh",,,,1,,,https://registerparks.pittsburghpa.gov/ViewFacilityDetails.aspx?Fid=36&Rid=66,TRAINING AND OTHER SERVICES,#824100
353,Riverview Park Chapel Shelter,40.4786286,-80.0197875,"366 Riverview Ave, Pittsburgh",,,,1,,,https://www.pittsburghparks.org/projects/riverview-park-chapel-shelter,TRAINING AND OTHER SERVICES,#824100
354,Riverview United Presbyterian,40.4903679,-80.019101,"3929 Perrysville Ave, Pittsburgh",1,,,,,,https://www.riverviewpresbyterian.org/thrift-store,TRAINING AND OTHER SERVICES,#824100
355,Robert Half Recruiters & Employment Agency,40.4443579,-79.9945772,"1001 Liberty Ave Suite 400, Pittsburgh",,,,,1,,https://www.roberthalf.com/locations/pa-pittsburgh/1001-liberty-avenue?utm_source=gmb_listing&utm_medium=organic&utm_campaign=local_listing&y_source=1_MTI5MDM1NzktNzE1LWxvY2F0aW9uLmdvb2dsZV93ZWJzaXRlX292ZXJyaWRl,TRAINING AND OTHER SERVICES,#824100
356,Rodef Shalom Biblical Botanical Garden,40.4475707,-79.9436156,"4905 Fifth Ave #2919, Pittsburgh",,1,,,,,https://www.rodefshalombiblicalgarden.org/,TRAINING AND OTHER SERVICES,#824100
357,Rosedale Technical College - Ben Wilke Training Center,40.4519292,-80.100601,"170 Bilmar Dr, Pittsburgh",,,,,1,,https://www.rosedaletech.org/?utm_source=gmb&utm_medium=organic,TRAINING AND OTHER SERVICES,#824100
358,SHAPE Training,40.46154,-79.9261349,"5916 Penn Ave, Pittsburgh",,,,,1,,https://freetrial.shapetrain.com/,TRAINING AND OTHER SERVICES,#824100
359,SHOP 'n SAVE,40.4049229,-79.9897618,"1119 Brownsville Rd, Pittsburgh",,1,,,,,https://www.shopnsavefood.com/StoreLocator/Store?L=83&M=&From=&S=,TRAINING AND OTHER SERVICES,#824100
360,SHOP 'n SAVE,40.4832546,-79.9484539,"450 56th St, Pittsburgh",,1,,,,,http://www.shopnsavefood.com/,TRAINING AND OTHER SERVICES,#824100
361,SHzoom,40.4579264,-79.9173842,"Ascender Building, 6401 Penn Ave 3rd floor, Pittsburgh",,1,,,,,https://shzoom.com/,TRAINING AND OTHER SERVICES,#824100
362,SWISSHELM PARK COMMUNITY CENTER,40.4244434,-79.9013163,"1050 Windermere Dr, Pittsburgh",,,,,1,,https://pittsburghcontra.org/2017/12/06/announcement-on-dance-location/,TRAINING AND OTHER SERVICES,#824100
363,Sankofa Village Community Garden,40.4505795,-79.8909491,"Susquehanna St and N, Brushton Ave, Pittsburgh",,1,,,,,https://www.svcgpgh.com/,TRAINING AND OTHER SERVICES,#824100
364,Schenley Park,40.4366963,-79.9447554,Pittsburgh,,1,,,,,https://www.pittsburghparks.org/schenley-park,TRAINING AND OTHER SERVICES,#824100
365,School of Nursing Library,40.462063,-79.945104,"4900 Friendship Ave, Pittsburgh",,,,,1,,,TRAINING AND OTHER SERVICES,#824100
